,name,base_total,generation,img,type1,type2,is_starter,is_legendary,is_pseudo_legendary,is_fossil,against_normal,against_fighting,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,is_rby,is_gsc,is_rse,is_frlg,is_dp,is_plat,is_hgss,is_bw,is_bw2,is_xy,is_oras,is_sm,is_usum,is_swsh,is_bdsp,is_sv
217,slugma,250,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False
218,magcargo,430,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png,fire,rock,0,0,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False
219,swinub,250,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png,ice,ground,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False
220,piloswine,450,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png,ice,ground,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False
221,corsola,410,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png,water,rock,0,0,0,0,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False
222,remoraid,300,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False
223,octillery,480,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False
224,delibird,330,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png,ice,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True
225,mantine,485,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False
226,skarmory,465,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png,steel,flying,0,0,0,0,0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False
227,houndour,330,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png,dark,fire,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True
228,houndoom,500,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png,dark,fire,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True
229,kingdra,540,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png,water,dragon,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False
230,phanpy,330,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True
231,donphan,500,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True
232,porygon2,515,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False
233,stantler,465,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
234,smeargle,250,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
235,tyrogue,210,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
236,hitmontop,455,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
237,smoochum,305,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png,ice,psychic,0,0,0,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
238,elekid,360,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False
239,magby,365,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False
240,miltank,490,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
241,blissey,540,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,True,True,True,False,False,False,False,True,True,False,True,True
242,raikou,580,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png,electric,,0,1,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
243,entei,580,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png,fire,,0,1,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
244,suicune,580,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png,water,,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
245,larvitar,300,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True
246,pupitar,410,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True
247,tyranitar,600,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png,rock,dark,0,0,1,0,0.5,4.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.5,2.0,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True
248,lugia,680,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/lugia.png,psychic,flying,0,1,0,0,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
249,ho-oh,680,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/ho-oh.png,fire,flying,0,1,0,0,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
250,celebi,600,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/celebi.png,psychic,grass,0,1,0,0,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
251,treecko,310,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/treecko.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
252,grovyle,405,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/grovyle.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
253,sceptile,530,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile.png,grass,,1,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
254,torchic,310,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/torchic.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
255,combusken,405,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/combusken.png,fire,fighting,0,0,0,0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
256,blaziken,530,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken.png,fire,fighting,1,0,0,0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
257,mudkip,310,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudkip.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
258,marshtomp,405,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshtomp.png,water,ground,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
259,swampert,535,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert.png,water,ground,1,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
260,poochyena,220,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/poochyena.png,dark,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
261,mightyena,420,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/mightyena.png,dark,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
262,zigzagoon,240,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
263,linoone,420,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
264,wurmple,195,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/wurmple.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
265,silcoon,205,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/silcoon.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
266,beautifly,395,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/beautifly.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
267,cascoon,205,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/cascoon.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
268,dustox,385,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/dustox.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
269,lotad,220,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/lotad.png,water,grass,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
270,lombre,340,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/lombre.png,water,grass,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
271,ludicolo,480,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/ludicolo.png,water,grass,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
272,seedot,220,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/seedot.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
273,nuzleaf,340,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/nuzleaf.png,grass,dark,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
274,shiftry,480,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiftry.png,grass,dark,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
275,taillow,270,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/taillow.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
276,swellow,455,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/swellow.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
277,wingull,270,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/wingull.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True
278,pelipper,440,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/pelipper.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True
279,ralts,198,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
280,kirlia,278,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
281,gardevoir,518,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
282,surskit,269,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png,bug,water,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True
283,masquerain,454,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True
284,shroomish,295,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroomish.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
285,breloom,460,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/breloom.png,grass,fighting,0,0,0,0,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
286,slakoth,280,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
287,vigoroth,440,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/vigoroth.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
288,slaking,670,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/slaking.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
289,nincada,266,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/nincada.png,bug,ground,0,0,0,0,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
290,ninjask,456,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninjask.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
291,shedinja,236,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/shedinja.png,bug,ghost,0,0,0,0,0.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
292,whismur,240,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/whismur.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
293,loudred,360,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/loudred.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
294,exploud,490,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/exploud.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
295,makuhita,237,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/makuhita.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True
296,hariyama,474,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/hariyama.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True
297,azurill,190,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/azurill.png,normal,fairy,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True
298,nosepass,375,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/nosepass.png,rock,,0,0,0,0,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False
299,skitty,260,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/skitty.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
300,delcatty,400,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/delcatty.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
301,sableye,380,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye.png,dark,ghost,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True
