name,base_total,generation,img,type1,type2,is_starter,is_legendary,is_pseudo_legendary,is_fossil,against_normal,against_fighting,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark
elgyem,335,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/elgyem.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0
beheeyem,485,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/beheeyem.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0
litwick,275,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/litwick.png,ghost,fire,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0
lampent,370,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/lampent.png,ghost,fire,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0
chandelure,520,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/chandelure.png,ghost,fire,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0
axew,320,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/axew.png,dragon,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0
fraxure,410,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/fraxure.png,dragon,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0
haxorus,540,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/haxorus.png,dragon,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0
cubchoo,305,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/cubchoo.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
beartic,505,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/beartic.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
cryogonal,515,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/cryogonal.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
shelmet,305,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/shelmet.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
accelgor,495,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/accelgor.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
stunfisk,471,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk.png,ground,electric,0,0,0,0,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
mienfoo,350,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/mienfoo.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
mienshao,510,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/mienshao.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
druddigon,485,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/druddigon.png,dragon,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0
golett,303,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/golett.png,ground,ghost,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0
golurk,483,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/golurk.png,ground,ghost,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0
pawniard,340,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawniard.png,dark,steel,0,0,0,0,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.25,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.25
bisharp,490,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/bisharp.png,dark,steel,0,0,0,0,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.25,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.25
bouffalant,490,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/bouffalant.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rufflet,350,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/rufflet.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0
braviary,510,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0
vullaby,370,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/vullaby.png,dark,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5
mandibuzz,510,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/mandibuzz.png,dark,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5
heatmor,484,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/heatmor.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0
durant,484,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/durant.png,bug,steel,0,0,0,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,0.5
deino,300,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/deino.png,dark,dragon,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
zweilous,420,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/zweilous.png,dark,dragon,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
hydreigon,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydreigon.png,dark,dragon,0,0,1,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
larvesta,360,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvesta.png,bug,fire,0,0,0,0,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0
volcarona,550,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/volcarona.png,bug,fire,0,0,0,0,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0
cobalion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/cobalion.png,steel,fighting,0,1,0,0,0.5,2.0,1.0,0.0,2.0,0.25,0.25,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25
terrakion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/terrakion.png,rock,fighting,0,1,0,0,0.5,2.0,1.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.5
virizion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/virizion.png,grass,fighting,0,1,0,0,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5
tornadus,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-incarnate.png,flying,,0,1,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0
thundurus,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-incarnate.png,electric,flying,0,1,0,0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0
reshiram,680,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png,dragon,fire,0,1,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0
zekrom,680,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png,dragon,electric,0,1,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0
landorus,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-incarnate.png,ground,flying,0,1,0,0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0
kyurem,660,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png,dragon,ice,0,1,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0
keldeo,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png,water,fighting,0,1,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5
meloetta,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png,normal,psychic,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0
genesect,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png,bug,steel,0,1,0,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,0.5
